microns
0.677248677
0.402116402
0.952380952
0.783068783
0.677248677
0.677248677
0.613756614
1.185185185
0.888888889
1.396825397
0.444444444
1.121693122
0.71957672
0.952380952
1.058201058
0.677248677
0.71957672
0.507936508
0.634920635
0.613756614
0.507936508
0.402116402
0.677248677
0.275132275
1.291005291
1.396825397
0.846560847
0.677248677
1.227513228
1.841269841
1.185185185
1.037037037
0.846560847
1.375661376
2.222222222
1.396825397
1.693121693
1.312169312
1.714285714
0.571428571
1.100529101
1.037037037
0.677248677
0.507936508
1.312169312
0.677248677
1.354497354
1.291005291
0.55026455
0.613756614
1.227513228
1.312169312
1.185185185
1.82010582
0.634920635
2.666666667
1.015873016
0.634920635
0.888888889
0.423280423
0.952380952
1.354497354
0.698412698
1.037037037
0.677248677
1.037037037
1.671957672
0.592592593
1.185185185
0.825396825
2.814814815
1.904761905
0.846560847
0.783068783
1.079365079
2.624338624
1.904761905
0.677248677
1.671957672
1.248677249
1.523809524
0.656084656
2.73015873
1.26984127
0.486772487
1.693121693
3.301587302
5.100529101
4.232804233
0.846560847
1.142857143
0.592592593
1.354497354
0.507936508
1.502645503
0.613756614
1.544973545
1.142857143
2.349206349
1.142857143
1.142857143
0.423280423
0.613756614
0.973544974
0.423280423
0.656084656
0.846560847
0.529100529
0.846560847
1.502645503
1.354497354
0.402116402
0.338624339
0.507936508
1.291005291
1.544973545
1.544973545
0.507936508
1.735449735
0.338624339
0.55026455
2.074074074
1.756613757
0.846560847
0.253968254
0.507936508
0.656084656
0.402116402
0.529100529
1.417989418
1.164021164
0.402116402
1.142857143
2.137566138
0.91005291
0.55026455
0.613756614
2.137566138
1.079365079
0.71957672
1.375661376
0.952380952
0.592592593
1.354497354
1.62962963
0.634920635
1.502645503
0.507936508
3.026455026
0.571428571
0.931216931
1.100529101
0.783068783
1.46031746
0.804232804
1.058201058
0.888888889
0.698412698
0.71957672
0.55026455
0.804232804
1.354497354
0.888888889
1.523809524
0.804232804
0.338624339
0.846560847
1.312169312
1.015873016
1.291005291
1.058201058
0.804232804
0.55026455
1.333333333
0.317460317
2.074074074
0.486772487
0.55026455
1.354497354
0.91005291
0.444444444
0.592592593
0.91005291
0.486772487
0.825396825
0.783068783
0.275132275
0.35978836
1.248677249
0.973544974
0.931216931
0.592592593
0.91005291
0.677248677
0.91005291
0.507936508
0.444444444
2.560846561
0.634920635
0.846560847
